==================================================================
Job Run - Mon 2 Dec 2019 13:13:23 GMT
ODS,Organisation,ClosedDate,PartyKey,ASID,Supplier,Product,Version,EndpointCreated,CCGCode,CCG
H83048,"DOWNLAND SURGERY","",H83048-811886,006876608016,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130107,36L,"NHS SOUTH WEST LONDON CCG"
H83620,"COULSDON MEDICAL PRACTICE","",H83620-828412,200000018303,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191125,07V,"NHS CROYDON CCG"
H84043,"CROWLEY (NORTH ROAD)","",H84043-0002879,477631088036,"IN PRACTICE SYSTEMS LTD","Vision 3","DLM 480 QMT Config 7",20050525,36L,"NHS SOUTH WEST LONDON CCG"
H84632,"PALACCI (CASTELNAU)","",H84632-828993,200000018902,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191204,36L,"NHS SOUTH WEST LONDON CCG"
J81031,"EAGLE HOUSE SURGERY","",YGA-0021074,200000009379,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20171204,11J,"NHS DORSET CCG"
J81032,"NEWLAND SURGERY","",YGA-0021074,898255044015,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140115,11J,"NHS DORSET CCG"
J81055,"ABBOTSBURY ROAD SURGERY","",YGA-0021074,589729018046,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20131106,11J,"NHS DORSET CCG"
J81069,"LONGFLEET HOUSE SURGERY","",YGA-0021074,200000008974,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20170818,11J,"NHS DORSET CCG"
J82029,"NEW MILTON HEALTH CENTRE","",J82029-825223,200000014936,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20190614,11A,"NHS WEST HAMPSHIRE CCG"
J82097,"TOTTON HEALTH CENTRE","",J82097-817941,277899403046,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20141003,11A,"NHS WEST HAMPSHIRE CCG"
J82117,"THE HANWAY GROUP PRACTICE","",J82117-811605,200000020967,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191217,10R,"NHS PORTSMOUTH CCG"
J82141,"BATH LODGE PRACTICE","",J82141-813952,012173660015,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130610,10X,"NHS SOUTHAMPTON CCG"
J82165,"THE DEVONSHIRE PRACTICE","",YGA-0021074,200000010373,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20180418,10R,"NHS PORTSMOUTH CCG"
J82166,"BARTON WEBB-PEPLOE PARTNERSHIP","",J82166-825209,200000014920,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20190607,11A,"NHS WEST HAMPSHIRE CCG"
J82177,"JOHN POUNDS SURGERY","",J82177-811615,200000020970,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191217,10R,"NHS PORTSMOUTH CCG"
J82195,"SOUTHWOOD PRACTICE","",J82195-816378,4.69E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20140307,99M,"NHS NORTH EAST HAMPSHIRE AND FARNHAM CCG"
J82612,"STDENY'S SURGERY","",YGA-0021074,4.06E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core",20140122,10X,"NHS SOUTHAMPTON CCG"
J82648,"MANOR WAY SURGERY","",J82648-824950,200000012510,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20190226,10K,"NHS FAREHAM AND GOSPORT CCG"
J83063,"TAW HILL MEDICAL PRACTICE","",YGA-0021074,200000010509,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20180525,92G,"NHS BATH AND NORTH EAST SOMERSET SWINDON AND WILTSHIRE CCG"
J83632,"CROSS PLAIN HEALTH CENTRE","",YGA-0021074,306127887041,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20131114,99N,"NHS WILTSHIRE CCG"
J83636,"BEVERSBROOK MEDICAL CENTRE","",YGA-0021074,7.41E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20131211,99N,"NHS WILTSHIRE CCG"
J84010,"SHANKLIN MEDICAL CENTRE","",J84010-810606,200000020255,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191212,10L,"NHS ISLE OF WIGHT CCG"
J84014,"THE DOWER HOUSE","",YGA-0021074,200000002330,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20160623,10L,"NHS ISLE OF WIGHT CCG"
K81023,"HEATH HILL SURGERY","",K81023-811065,1.77E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20121126,15D,"NHS EAST BERKSHIRE CCG"
K81067,"CIRCUIT LANE SURGERY","",K81067-813992,661749198049,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130617,15A,"NHS BERKSHIRE WEST CCG"
K81613,"KENNET SURGERY","",K81613-826782,200000016633,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BERKSHIRE WEST CCG"
K81640,"ELDON ROAD SURGERY","",K81640-823726,200000010512,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20180524,15A,"NHS BERKSHIRE WEST CCG"
K81647,"PEPPARD ROAD SURGERY","",YGA-0021074,939271384017,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core + GP2GPLM (AS)",20140122,15A,"NHS BERKSHIRE WEST CCG"
K82042,"WHITCHURCH SURGERY","",K82042-827324,200000017208,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191107,14Y,"NHS BUCKINGHAMSHIRE CCG"
K82043,"NORDEN HOUSE SURGERY","",K82043-827325,200000017209,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191107,14Y,"NHS BUCKINGHAMSHIRE CCG"
K82050,"WATER EATON HEALTH CENTRE","",K82050-810997,200000020494,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191213,04F,"NHS MILTON KEYNES CCG"
K82062,"DRAYTON ROAD SURGERY","",K82062-811004,200000020499,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191213,04F,"NHS MILTON KEYNES CCG"
K83033,"THE WILLOWS PRACTICE","",K83033-814878,200000023161,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20200605,78H,"NHS NORTHAMPTONSHIRE CCG"
K84040,"HORSEFAIR SURGERY","",K84040-811499,200000020866,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191217,10Q,"NHS OXFORDSHIRE CCG"
K84617,"SOUTH OXFORD HEALTH CENTRE","",K84617-814639,006094075048,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130909,10Q,"NHS OXFORDSHIRE CCG"
K84621,"NORTH BICESTER SURGERY",20180930,K84621-822682,2.00E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 3 LM with GPES",20170726,10Q,"NHS OXFORDSHIRE CCG"
L81028,"NORTHVILLE FAMILY PRACTICE","",L81028-826814,200000016663,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191018,15C,"NHS BRISTOL NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG"
L81043,"LONGTON GROVE SURGERY","",L81043-826825,200000016674,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191018,15C,"NHS BRISTOL NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG"
L81112,"BISHOPSTON MEDICAL PRACTICE","",L81112-826859,200000016708,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191018,15C,"NHS BRISTOL NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG"
L81119,"CLARENCE PARK SURGERY","",L81119-817973,168653509047,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20141010,15C,"NHS BRISTOL NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG"
L81648,"MAYTREES MEDICAL PRACTICE","",L81648-826873,200000016722,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191018,15C,"NHS BRISTOL NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG"
L82617,"PHOENIX SURGERY","",L82617-823156,200000009654,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20180118,11N,"NHS KERNOW CCG"
L83022,"TEIGNMOUTH MEDICAL PRACTICE","",L83022-826582,200000016432,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191016,15N,"NHS DEVON CCG"
L83061,"MANNAMEAD SURGERY","",L83061-826603,200000016453,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191016,15N,"NHS DEVON CCG"
L83078,"ST LUKES MEDICAL CENTRE","",L83078-807699,278931015012,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120413,15N,"NHS DEVON CCG"
L83080,"ARMADA SURGERY","",YGA-0021074,2.00E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20151104,99P,"NHS NORTHERN EASTERN AND WESTERN DEVON CCG"
L83107,"CROWNHILL SURGERY","",YGA-0021074,2.00E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20160116,99P,"NHS NORTHERN EASTERN AND WESTERN DEVON CCG"
L83117,"PARK VIEW SURGERY","",L83117-826561,200000016411,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191016,15N,"NHS DEVON CCG"
L83125,"BARTON SURGERY","",YGA-0021074,200000022921,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core",20200511,15N,"NHS DEVON CCG"
L83130,"PARKHILL MEDICAL PRACTICE","",L83130-821408,200000002093,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20160422,15N,"NHS DEVON CCG"
L83626,"SALTASH ROAD SURGERY",20180430,YGA-0021074,6.21E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140312,99P,"NHS NORTHERN EASTERN AND WESTERN DEVON CCG"
L83664,"STBARNABAS SURGERY",20180930,YGA-0021074,2.00E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20160511,99P,"NHS NORTHERN EASTERN AND WESTERN DEVON CCG"
L84001,"BARTONGATE SURGERY","",L84001-815762,200000023663,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20200908,11M,"NHS GLOUCESTERSHIRE CCG"
L84017,"ST PETER'S ROAD SURGERY","",YGA-0021074,892902437011,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20130125,11M,"NHS GLOUCESTERSHIRE CCG"
L84020,"ROMNEY HOUSE SURGERY","",L84020-823699,2.00E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20180510,11M,"NHS GLOUCESTERSHIRE CCG"
L84044,"MARYBROOK MEDICAL CENTRE","",L84044-829935,200000019846,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191211,11M,"NHS GLOUCESTERSHIRE CCG"
L85041,"IRNHAM LODGE SURGERY","",L85041-812048,9.19E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130114,11X,"NHS SOMERSET CCG"
M81073,"STOURPORT HEALTH CENTRE","",M81073-827246,200000017102,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191022,18C,"NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG"
M81087,"THE WOODROW MEDICAL CTRE","",M81087-827182,200000017038,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191022,18C,"NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG"
M81621,"LEDBURY MARKET SURGERY","",M81621-827155,200000017011,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191022,18C,"NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG"
M82027,"SUTTON HILL MEDICAL PRACTICE","",M82027-808938,3.08E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120730,05X,"NHS TELFORD AND WREKIN CCG"
M83041,"MOSS GROVE SURGERY KINVER","",M83041-811729,200000021060,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191218,05C,"NHS DUDLEY CCG"
M83115,"BONEY HAY SURGERY","",M83115-811738,200000021069,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191218,05Q,"NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG"
M83128,"MERTON SURGERY","",M83128-817299,737644393016,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20140715,05W,"NHS STOKE ON TRENT CCG"
M83134,"THE SURGERY FODEN STREET","",M83134-812077,200000021342,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191219,05W,"NHS STOKE ON TRENT CCG"
M83665,"R J MITCHELL MEDICAL CENTRE","",M83665-814552,200000022971,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 3 LM with GPES",20200514,05G,"NHS NORTH STAFFORDSHIRE CCG"
M83712,"PRACTICE OF DR AK SINHA",0,M83712-816610,57196359012,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20140324,05W,"NHS STOKE ON TRENT CCG"
M83714,"PRACTICE OF DR SB KULKARNI","",YGA-0021074,757208671011,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,05W,"NHS STOKE ON TRENT CCG"
M83722,"DR M MURUGAN","",M83722-829465,200000019377,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191209,04Y,"NHS CANNOCK CHASE CCG"
M84617,"ARDEN MEDICAL CENTRE","",M84617-814220,641966886047,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130715,05R,"NHS SOUTH WARWICKSHIRE CCG"
M85038,"DR AS COUTTS & PARTNERS","",YGA-0021074,200000009228,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20171024,15E,"NHS BIRMINGHAM AND SOLIHULL CCG"
M85085,"MODALITY ANN JONES FAMILY HEALTH CENTRE","",M85085-813174,200000022104,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20200207,05L,"NHS SANDWELL AND WEST BIRMINGHAM CCG"
M85085,"MODALITY ANN JONES FAMILY HEALTH CENTRE","",M85085-813175,200000022105,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20200207,05L,"NHS SANDWELL AND WEST BIRMINGHAM CCG"
M85127,"COLLEGE ROAD SURGERY","",M85127-827467,200000017354,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191111,15E,"NHS BIRMINGHAM AND SOLIHULL CCG"
M86013,"HOLYHEAD SURGERY",0,M86013-806350,5.31116E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20110728,05A,"NHS COVENTRY AND RUGBY CCG"
M86023,"BALLIOL ROAD SURGERY","",M86023-828083,200000017978,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191122,05A,"NHS COVENTRY AND RUGBY CCG"
M86026,"WILLENHALL PRIMARY CARE CENTRE - 2",20190131,M86026-824501,2E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 3 LM with GPES",20181211,05A,"NHS COVENTRY AND RUGBY CCG"
M86026,"WILLENHALL PRIMARY CARE CENTRE - 2",20190131,M86026-824501,2E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 3 LM with GPES",20181211,05A,"NHS COVENTRY AND RUGBY CCG"
M86613,"GOSFORD GREEN SURGERY","",M86613-808057,045742314045,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120514,05A,"NHS COVENTRY AND RUGBY CCG"
M88024,"DR AKHTAR R","",M88024-826408,200000016258,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191015,05L,"NHS SANDWELL AND WEST BIRMINGHAM CCG"
M88036,"DARTMOUTH MEDICAL CENTRE","",YGA-0021074,816421339010,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,05L,"NHS SANDWELL AND WEST BIRMINGHAM CCG"
M88623,"PARK HOUSE SURGERY","",M88623-826422,200000016272,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191015,05L,"NHS SANDWELL AND WEST BIRMINGHAM CCG"
M88629,"HILL TOP PRACTICE","",M88629-826426,200000016276,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191015,05L,"NHS SANDWELL AND WEST BIRMINGHAM CCG"
M88637,"MARSHALL STREET SURGERY","",M88637-814879,200000023162,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20200605,05L,"NHS SANDWELL AND WEST BIRMINGHAM CCG"
M89004,"HASLUCKS GREEN MEDICAL CENTRE","",M89004-820072,200000000085,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20150306,15E,"NHS BIRMINGHAM AND SOLIHULL CCG"
M89028,"MONKSPATH SURGERY","",M89028-823964,200000011109,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20180927,15E,"NHS BIRMINGHAM AND SOLIHULL CCG"
M89601,"THE JACEY PRACTICE","",M89601-814159,403474200017,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130703,15E,"NHS BIRMINGHAM AND SOLIHULL CCG"
M91643,"KINGFISHER PRACTICE",20190430,M91643-810706,608268744018,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20121029,05Y,"NHS WALSALL CCG"
M91643,"KINGFISHER PRACTICE",20190430,M91643-810706,608268744018,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20121029,05Y,"NHS WALSALL CCG"
M92003,"DR SURYANI","",M92003-827653,200000017539,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191111,06A,"NHS WOLVERHAMPTON CCG"
M92024,"PARKFIELD MEDICAL CENTRE","",M92024-827666,200000017552,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191111,06A,"NHS WOLVERHAMPTON CCG"
N81021,"MCILVRIDE MEDICAL PRACTICE","",N81021-808769,633028131017,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120709,01C,"NHS EASTERN CHESHIRE CCG"
N81023,"WHITBY GROUP PRACTICE SURGERY (GREEN)","",N81023-812392,200000021590,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191220,27D,"NHS CHESHIRE CCG"
N81026,"TOFT ROAD SURGERY","",N81026-829787,200000019699,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,27D,"NHS CHESHIRE CCG"
N81042,"MANCHESTER ROAD MEDICAL CENTRE","",N81042-829791,200000019703,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,27D,"NHS CHESHIRE CCG"
N81073,"PRIORSLEGH MEDICAL CENTRE","",N81073-807134,063194141048,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120109,01C,"NHS EASTERN CHESHIRE CCG"
N81091,"WHITBY GROUP PRACTICE SURGERY (BLACK)","",N81091-813768,200000022564,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20200414,27D,"NHS CHESHIRE CCG"
N81094,"THE GREAT SUTTON MEDCTR (RED)","",N81094-807199,199775218019,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120117,02F,"NHS WEST CHESHIRE CCG"
N81095,"THE GREAT SUTTON MEDCTR (BLUE)","",N81095-807198,306136177012,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120117,02F,"NHS WEST CHESHIRE CCG"
N81112,"THE SCHOOLHOUSE SURGERY","",N81112-814344,632581299047,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130729,01C,"NHS EASTERN CHESHIRE CCG"
N82621,"SPEKE HC - DR MANGARAI","",N82621-810480,200000020168,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191212,99A,"NHS LIVERPOOL CCG"
N82623,"HEALTHACTION ROBSON STREET","",N82623-813240,442579361019,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130422,99A,"NHS LIVERPOOL CCG"
N82647,"PRIMARY CARE CONNECT ANFIELD","",N82647-810485,200000020173,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191212,99A,"NHS LIVERPOOL CCG"
N82665,"PRIMARY CARE CONNECT EVERTON","",N82665-810499,200000020181,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191212,99A,"NHS LIVERPOOL CCG"
N83022,"LIME GROVE SURGERY","",N83022-811954,200000021253,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191219,01X,"NHS ST HELENS CCG"
N85001,"ESTUARY MEDICAL PRACTICE","",N85001-812704,200000021813,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191230,12F,"NHS WIRRAL CCG"
N85034,"PARKFIELD MED CTR","",N85034-812769,200000021839,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191230,12F,"NHS WIRRAL CCG"
N85053,"FIELD RD HEALTH CTR","",N85053-808315,142591400049,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120611,12F,"NHS WIRRAL CCG"
P81093,"THE GEOFFREY STREET SURGERY","",P81093-810077,200000019951,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191211,01E,"NHS GREATER PRESTON CCG"
P81134,"KIDDROW MEDICAL PRACTICE","",P81134-829724,200000019636,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,01A,"NHS EAST LANCASHIRE CCG"
P81146,"MYRTLE HOUSE",0,P81146-808092,2.81267E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120522,01A,"NHS EAST LANCASHIRE CCG"
P81173,"CROSTON MEDICAL CENTRE","",P81173-829535,200000019447,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191209,00X,"NHS CHORLEY AND SOUTH RIBBLE CCG"
P81642,"MEDICARE UNIT SURGERY","",P81642-829539,200000019451,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191209,00X,"NHS CHORLEY AND SOUTH RIBBLE CCG"
P81689,"EAVES LANE SURGERY","",P81689-829542,200000019454,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191209,00X,"NHS CHORLEY AND SOUTH RIBBLE CCG"
P81713,"THE SURGERY DINMORE","",P81713-814790,352329705045,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130927,00R,"NHS BLACKPOOL CCG"
P81756,"DANEHOUSE MEDICAL PRACTICE","",P81756-829746,200000019658,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,01A,"NHS EAST LANCASHIRE CCG"
P81769,"LOSTOCK HALL VILLAGE SURGERY","",P81769-829547,200000019459,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191209,00X,"NHS CHORLEY AND SOUTH RIBBLE CCG"
P81778,"DR A K JHA (SH)","",P81778-807752,177563566013,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120424,01A,"NHS EAST LANCASHIRE CCG"
P84055,"MERSEYBANK SURGERY","",P84055-810717,200000020332,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191213,14L,"NHS MANCHESTER CCG"
P84631,"ARTANE MEDICAL CENTRE","",P84631-810728,200000020343,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191213,14L,"NHS MANCHESTER CCG"
P84682,"BURNAGE HEALTHCARE PRACTICE","",P84682-810740,200000020355,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191213,14L,"NHS MANCHESTER CCG"
P85006,"THE PARKS MEDICAL PRACTICE","",P85006-811385,200000020796,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191217,00Y,"NHS OLDHAM CCG"
P85613,"MOHANTY PRACTICE","",P85613-811411,200000020822,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191217,00Y,"NHS OLDHAM CCG"
P87014,"IRLAM GROUP PRACTICE","",P87014-811534,200000020901,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191217,01G,"NHS SALFORD CCG"
P88600,"THE SURGERY 1","",P88600-812018,200000021316,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191219,01W,"NHS STOCKPORT CCG"
P88624,"BL MEDICAL PRACTICE","",P88624-821642,200000002340,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20160623,01W,"NHS STOCKPORT CCG"
